customer_id,region,channel,membership,category_pref,device,tenure_months,visits_month,purchases_90d,aov_clp,total_spend_90d_clp,return_count_90d,rating_avg,days_since_last_purchase,repurchase_30d
310,RM,Ads,Sí,Tecnología,Mobile,27,20,0,,0,0,,128,0
311,RM,Organic,No,Tecnología,Desktop,24,8,0,,0,0,4.5,54,0
312,RM,Ads,No,Tecnología,Mobile,22,15,1,66619.0,65646,0,4.0,141,0
313,RM,Ads,Sí,Tecnología,Desktop,11,42,0,,16173,0,,103,0
314,Los Lagos,Organic,Sí,Hogar,Mobile,16,26,0,,0,0,4.5,213,0
315,Araucanía,Ads,No,Tecnología,Mobile,17,12,0,,0,0,3.7,37,1
316,Biobío,Email,No,Hogar,Mobile,23,11,0,,0,0,4.5,49,0
317,RM,Ads,No,Tecnología,Mobile,33,34,0,,0,0,4.6,190,0
318,RM,Organic,Sí,Belleza,Mobile,29,14,1,27993.0,18598,0,4.0,3,0
319,RM,Organic,No,Belleza,Mobile,4,33,1,22200.0,5891,0,5.0,10,0
320,RM,Organic,No,Moda,Mobile,20,9,0,,0,0,4.4,39,0
321,Valparaíso,Referral,No,Hogar,Mobile,25,32,1,23694.0,39375,0,4.0,37,0
322,Biobío,Organic,No,Hogar,Mobile,24,25,0,,4438,0,3.4,46,0
323,Biobío,Ads,No,Hogar,Desktop,12,12,1,36530.0,111023,0,4.1,106,0
324,RM,Organic,Sí,Deportes,Mobile,47,31,0,,0,0,,290,0
325,Los Lagos,Organic,No,Hogar,Mobile,5,5,0,,0,0,,50,0
326,Biobío,Email,No,Deportes,Mobile,7,28,1,38714.0,42886,0,3.6,90,1
327,Valparaíso,Ads,No,Belleza,Mobile,20,9,0,,671,0,3.9,74,0
328,Valparaíso,Organic,No,Hogar,Mobile,39,28,0,,0,0,4.3,154,0
329,RM,Ads,No,Moda,Mobile,10,9,0,,13418,0,4.3,72,0
330,RM,Organic,No,Tecnología,Desktop,15,8,1,63046.0,56604,0,4.4,12,0
331,RM,Ads,No,Tecnología,Mobile,29,36,0,,0,0,,130,0
332,Biobío,Ads,No,Hogar,Mobile,18,25,1,36376.0,43189,0,4.1,63,0
333,RM,Organic,No,Tecnología,Mobile,15,9,1,44442.0,50178,0,4.3,5,0
334,RM,Organic,No,Belleza,Mobile,24,19,1,18045.0,9692,0,4.1,31,0
335,RM,Organic,Sí,Tecnología,Mobile,21,23,1,65287.0,65919,0,3.7,14,0
336,RM,Referral,Sí,Hogar,Desktop,28,17,0,,0,0,4.8,51,0
337,Araucanía,Referral,No,Moda,Mobile,31,18,2,26200.0,54784,0,4.4,0,0
338,Biobío,Organic,No,Moda,Mobile,21,30,1,35292.0,31545,1,4.1,70,0
339,Valparaíso,Email,Sí,Hogar,Mobile,21,29,2,35137.0,68308,0,3.8,1,0
340,RM,Organic,No,Deportes,Desktop,20,22,0,,0,0,4.4,45,0
341,Valparaíso,Organic,Sí,Moda,Mobile,23,18,2,35669.0,80896,0,4.1,28,0
342,Valparaíso,Email,Sí,Hogar,Mobile,19,14,1,28294.0,30393,0,4.5,32,0
343,RM,Referral,No,Tecnología,Mobile,18,15,0,,7949,0,4.3,34,0
344,RM,Referral,No,Hogar,Mobile,30,25,1,25353.0,24514,0,4.0,23,0
345,RM,Ads,Sí,Deportes,Desktop,33,16,0,,9518,0,,223,0
346,Valparaíso,Organic,No,Moda,Mobile,3,12,0,,0,0,3.7,103,0
347,Biobío,Email,No,Deportes,Mobile,18,21,2,44749.0,89544,0,4.1,26,0
348,RM,Organic,No,Hogar,Desktop,11,32,0,,9561,0,4.7,178,0
349,RM,Ads,No,Tecnología,Mobile,15,1,0,,0,0,4.3,89,0
350,Valparaíso,Organic,Sí,Tecnología,Mobile,22,19,0,,1034,0,4.6,179,0
351,Valparaíso,Ads,Sí,Hogar,Mobile,25,19,0,,4617,0,,111,0
352,Araucanía,Organic,Sí,Moda,Mobile,17,22,1,32426.0,29351,0,4.2,55,0
353,Biobío,Organic,No,Deportes,Mobile,0,22,4,54084.0,224293,0,3.7,21,0
354,RM,Referral,No,Tecnología,Desktop,8,5,0,,8037,0,4.0,254,0
355,RM,Organic,No,Hogar,Mobile,27,9,0,,0,0,,157,0
356,Biobío,Ads,No,Hogar,Mobile,0,9,0,,0,0,3.7,53,0
357,RM,Organic,No,Hogar,Desktop,30,13,0,,0,0,3.8,99,0
358,Valparaíso,Organic,Sí,Tecnología,Mobile,23,35,0,,2541,0,4.4,68,0
359,Los Lagos,Organic,Sí,Tecnología,Mobile,31,16,0,,1620,0,4.5,116,0
360,Valparaíso,Organic,No,Tecnología,Mobile,16,10,0,,19,0,,365,0
361,RM,Email,No,Tecnología,Desktop,0,6,0,,805,0,4.0,34,0
362,Biobío,Organic,No,Tecnología,Desktop,22,13,0,,0,0,4.0,274,0
363,Valparaíso,Referral,No,Tecnología,Desktop,31,14,0,,0,0,4.4,36,1
364,Valparaíso,Ads,Sí,Moda,Desktop,27,24,2,24669.0,52892,0,4.4,58,0
365,Los Lagos,Ads,No,Hogar,Mobile,11,58,0,,0,0,4.0,83,0
366,RM,Ads,Sí,Belleza,Mobile,19,36,3,25083.0,66999,0,4.2,6,0
367,Los Lagos,Ads,No,Tecnología,Desktop,13,19,1,35507.0,29707,1,3.8,18,0
368,Los Lagos,Email,No,Hogar,Mobile,10,22,0,,7348,0,3.7,174,0
369,RM,Organic,Sí,Hogar,Mobile,28,18,3,37137.0,118303,1,4.1,25,0
370,RM,Organic,No,Tecnología,Mobile,6,46,1,63302.0,68606,0,4.6,58,0
371,RM,Email,No,Deportes,Mobile,9,26,1,39442.0,39112,0,3.8,16,0
372,RM,Referral,No,Tecnología,Desktop,7,24,0,,0,0,,141,0
373,RM,Email,No,Belleza,Mobile,3,33,2,22178.0,54935,0,3.7,59,0
374,Biobío,Organic,Sí,Belleza,Mobile,19,47,2,23129.0,43671,0,4.4,61,0
375,RM,Email,No,Moda,Desktop,30,8,0,,2165,0,4.3,215,0
376,RM,Ads,Sí,Moda,Mobile,16,40,0,,0,0,,83,1
377,Araucanía,Ads,No,Moda,Mobile,3,21,1,25745.0,23839,0,4.5,30,0
378,RM,Organic,No,Hogar,Mobile,26,19,0,,0,0,4.2,293,0
379,Araucanía,Ads,Sí,Moda,Desktop,35,49,1,27901.0,22871,0,4.5,53,0
380,RM,Organic,No,Tecnología,Desktop,12,9,0,,0,0,3.8,136,0
381,RM,Organic,No,Tecnología,Desktop,13,16,1,70322.0,72060,0,4.3,142,0
382,Biobío,Email,No,Hogar,Mobile,23,15,0,,0,0,4.1,75,0
383,Valparaíso,Organic,No,Moda,Mobile,34,20,0,,0,0,4.4,124,0
384,Araucanía,Organic,No,Belleza,Desktop,13,21,1,22209.0,39252,0,4.2,58,0
385,Biobío,Organic,No,Tecnología,Desktop,5,30,0,,0,0,3.9,47,0
386,Araucanía,Referral,No,Deportes,Mobile,24,17,1,41344.0,42320,0,3.7,152,0
387,RM,Ads,No,Tecnología,Mobile,26,42,3,66630.0,201645,0,3.9,18,0
388,RM,Organic,Sí,Hogar,Desktop,18,26,2,41134.0,74669,0,4.3,4,0
389,Biobío,Email,No,Hogar,Desktop,12,8,0,,8828,0,,365,0
390,Araucanía,Email,Sí,Hogar,Desktop,28,18,1,42789.0,55960,0,4.2,65,0
391,Los Lagos,Organic,No,Tecnología,Desktop,23,24,0,,9596,0,,82,0
392,RM,Ads,No,Hogar,Mobile,10,24,2,42161.0,76692,0,4.5,10,0
393,RM,Email,Sí,Deportes,Mobile,18,27,4,46237.0,179324,0,4.4,0,0
394,Biobío,Ads,No,Hogar,Mobile,4,42,0,,0,0,4.6,216,0
395,RM,Organic,Sí,Hogar,Mobile,25,34,2,31316.0,61178,0,3.8,18,0
396,Los Lagos,Email,No,Deportes,Desktop,15,13,1,42033.0,41151,1,4.4,1,0
397,Araucanía,Ads,No,Moda,Mobile,14,20,0,,6236,0,3.6,105,0
398,RM,Organic,No,Hogar,Mobile,18,12,0,,14107,0,4.1,202,0
399,Biobío,Ads,No,Tecnología,Mobile,18,11,0,,0,0,3.8,121,0
400,Biobío,Organic,Sí,Belleza,Mobile,27,47,2,21488.0,44084,0,4.5,0,1
401,RM,Organic,No,Moda,Mobile,24,21,2,31685.0,61562,0,3.6,65,0
402,Los Lagos,Email,Sí,Tecnología,Mobile,16,15,2,59431.0,217825,0,3.6,43,0
403,Valparaíso,Organic,Sí,Tecnología,Mobile,26,45,1,83614.0,96128,0,4.0,15,0
404,Araucanía,Organic,No,Deportes,Mobile,22,10,0,,766,0,3.8,45,0
405,RM,Ads,No,Tecnología,Desktop,14,22,0,,4398,0,,266,0
406,Araucanía,Organic,Sí,Belleza,Mobile,17,21,2,26457.0,136340,0,4.0,144,0
407,RM,Referral,Sí,Tecnología,Mobile,17,10,1,69774.0,71519,0,4.5,54,0
408,RM,Organic,No,Deportes,Mobile,23,4,0,,0,0,,39,0
409,Los Lagos,Organic,No,Hogar,Mobile,14,25,1,32487.0,47460,0,4.6,4,0
410,RM,Organic,No,Hogar,Mobile,14,32,0,,0,0,,56,0
411,RM,Organic,Sí,Belleza,Desktop,38,27,1,27772.0,32021,0,4.6,29,1
412,Los Lagos,Organic,No,Hogar,Desktop,27,59,6,38044.0,230297,0,4.3,0,0
413,Los Lagos,Ads,Sí,Moda,Mobile,10,17,0,,0,0,3.9,132,0
414,Valparaíso,Referral,No,Tecnología,Mobile,24,5,0,,0,0,3.9,47,0
415,Biobío,Organic,No,Tecnología,Desktop,19,21,0,,912,0,4.4,51,0
416,RM,Ads,No,Tecnología,Desktop,22,14,0,,0,0,3.5,161,0
417,RM,Ads,No,Moda,Mobile,19,19,1,25547.0,28772,0,4.3,180,0
418,RM,Email,No,Tecnología,Mobile,30,29,1,59109.0,51828,1,3.9,107,0
419,Biobío,Ads,No,Tecnología,Mobile,21,16,1,51254.0,51389,0,3.8,3,1
420,Biobío,Organic,No,Hogar,Mobile,17,16,0,,0,0,4.0,46,0
421,Araucanía,Organic,No,Moda,Mobile,28,31,1,19728.0,26415,0,4.7,15,0
422,Araucanía,Ads,No,Moda,Mobile,20,18,0,,3608,0,,66,0
423,RM,Email,Sí,Tecnología,Mobile,19,31,3,55874.0,171604,0,3.8,89,0
424,Valparaíso,Organic,No,Tecnología,Mobile,21,23,0,,0,0,3.4,44,0
425,RM,Organic,No,Belleza,Desktop,17,15,1,13423.0,7846,0,3.9,107,0
426,Valparaíso,Referral,No,Tecnología,Desktop,18,15,0,,12624,0,3.9,45,0
427,RM,Email,Sí,Deportes,Mobile,12,23,0,,13332,0,,39,1
428,Araucanía,Referral,No,Deportes,Desktop,10,11,0,,0,0,3.9,200,0
429,RM,Email,Sí,Deportes,Mobile,8,26,4,31288.0,120582,0,4.4,62,0
430,RM,Organic,Sí,Tecnología,Desktop,4,19,0,,0,0,4.0,44,1
431,RM,Ads,No,Deportes,Mobile,9,16,0,,1801,0,4.8,100,0
432,Biobío,Ads,No,Deportes,Mobile,16,15,0,,0,0,4.3,33,0
433,Valparaíso,Organic,No,Moda,Mobile,19,33,0,,0,0,,75,0
434,RM,Ads,No,Hogar,Mobile,15,9,0,,7712,0,4.3,101,0
435,RM,Ads,No,Tecnología,Desktop,0,48,1,43446.0,35747,0,3.7,23,0
436,Biobío,Organic,Sí,Tecnología,Mobile,34,21,0,,15351,0,,62,0
437,RM,Email,No,Hogar,Mobile,29,13,0,,0,0,,146,0
438,Araucanía,Ads,Sí,Moda,Mobile,22,23,0,,0,0,4.1,41,0
439,Biobío,Referral,No,Hogar,Mobile,37,9,0,,0,0,4.0,75,0
440,RM,Organic,Sí,Hogar,Mobile,8,20,1,39792.0,-42646,1,4.4,44,1
441,RM,Organic,No,Hogar,Mobile,37,68,0,,1093,0,,84,0
442,Los Lagos,Ads,No,Moda,Desktop,8,18,0,,1464,0,,73,0
443,RM,Organic,No,Belleza,Desktop,20,22,0,,0,0,3.5,342,0
444,RM,Ads,Sí,Tecnología,Desktop,5,21,0,,0,0,,230,0
445,Araucanía,Email,No,Hogar,Mobile,18,44,2,30581.0,51246,0,3.8,67,0
446,Los Lagos,Organic,No,Tecnología,Mobile,22,19,1,54588.0,55623,0,4.7,93,0
447,Los Lagos,Ads,No,Moda,Mobile,16,11,0,,8454,0,4.8,95,0
448,Biobío,Ads,No,Deportes,Mobile,25,16,0,,113,0,4.4,156,0
449,RM,Organic,No,Belleza,Mobile,19,54,1,27005.0,20918,0,4.0,11,0
450,RM,Referral,No,Tecnología,Desktop,13,26,0,,1168,0,,76,0
451,Biobío,Email,No,Belleza,Desktop,12,16,1,22788.0,34498,0,4.5,86,0
452,Valparaíso,Ads,No,Tecnología,Desktop,26,14,0,,0,0,4.7,52,0
453,RM,Ads,No,Moda,Desktop,11,11,0,,0,0,3.7,38,0
454,Los Lagos,Ads,No,Tecnología,Desktop,27,11,1,57826.0,59585,0,4.2,36,1
455,RM,Referral,Sí,Belleza,Desktop,30,8,0,,4717,0,4.1,45,0
456,Valparaíso,Ads,No,Moda,Mobile,1,33,3,36216.0,115586,0,4.3,2,0
457,RM,Ads,No,Moda,Mobile,29,24,0,,5578,0,4.1,316,0
458,Valparaíso,Email,No,Deportes,Mobile,39,18,1,32815.0,34143,0,3.7,48,0
459,RM,Organic,Sí,Tecnología,Mobile,21,39,1,78670.0,72000,0,4.4,0,0
460,RM,Email,Sí,Tecnología,Mobile,24,30,3,84664.0,246126,0,4.0,12,0
461,RM,Organic,Sí,Belleza,Mobile,28,14,0,,0,0,,91,0
462,Biobío,Organic,No,Hogar,Mobile,15,16,0,,4922,0,4.1,31,0
463,Biobío,Organic,No,Tecnología,Desktop,20,27,0,,0,0,,72,0
464,Valparaíso,Referral,No,Hogar,Desktop,5,16,3,33349.0,96123,0,4.2,11,1
465,Los Lagos,Email,No,Moda,Mobile,19,17,3,29248.0,80660,0,4.1,6,0
466,RM,Ads,No,Tecnología,Mobile,23,7,0,,12486,0,4.4,72,0
467,RM,Ads,Sí,Tecnología,Mobile,23,22,1,42117.0,40340,0,3.9,120,0
468,Araucanía,Ads,Sí,Tecnología,Mobile,29,33,1,53364.0,58737,1,4.2,0,0
469,RM,Referral,Sí,Hogar,Desktop,10,19,0,,12642,0,4.5,111,0
470,Los Lagos,Ads,No,Belleza,Mobile,13,7,0,,0,0,,46,0
471,RM,Organic,Sí,Belleza,Mobile,37,31,4,28594.0,120448,0,4.1,30,1
472,Los Lagos,Organic,No,Moda,Desktop,16,14,0,,0,0,4.2,66,0
473,RM,Email,No,Tecnología,Desktop,20,17,0,,11245,0,4.3,83,0
474,Araucanía,Ads,Sí,Belleza,Mobile,17,13,0,,0,0,,65,0
475,Valparaíso,Organic,No,Hogar,Mobile,10,5,0,,1714,0,,208,0
476,Los Lagos,Organic,No,Tecnología,Mobile,34,18,0,,5075,0,,215,0
477,RM,Email,No,Belleza,Mobile,13,33,1,23369.0,17893,0,4.9,7,0
478,Valparaíso,Organic,Sí,Deportes,Mobile,7,34,1,28601.0,26940,0,4.0,27,0
479,Los Lagos,Ads,Sí,Deportes,Mobile,13,33,0,,0,0,4.4,39,0
480,Valparaíso,Referral,No,Moda,Mobile,0,19,0,,8750,0,4.0,32,0
481,Valparaíso,Ads,Sí,Tecnología,Mobile,11,22,0,,17744,0,3.9,175,0
482,Biobío,Organic,No,Tecnología,Mobile,8,3,0,,12615,0,4.3,41,0
483,Valparaíso,Ads,No,Moda,Desktop,24,61,1,37256.0,48761,0,3.6,34,0
484,Valparaíso,Email,Sí,Tecnología,Mobile,11,19,2,68680.0,103870,0,4.8,12,0
485,Valparaíso,Ads,Sí,Hogar,Mobile,27,24,0,,1061,0,3.9,166,0
486,Los Lagos,Referral,Sí,Deportes,Desktop,32,23,1,52630.0,53142,0,4.0,23,0
487,RM,Organic,No,Deportes,Mobile,26,9,0,,6406,0,,40,0
488,RM,Ads,No,Hogar,Desktop,16,20,1,29941.0,18414,0,4.4,28,0
489,Los Lagos,Ads,No,Deportes,Mobile,19,45,2,43922.0,93645,0,4.2,119,0
490,Araucanía,Email,Sí,Deportes,Mobile,3,25,1,43063.0,26380,0,4.1,0,0
491,Valparaíso,Organic,No,Moda,Mobile,17,23,0,,8220,0,3.5,259,0
492,Valparaíso,Email,Sí,Tecnología,Mobile,9,23,2,59841.0,106494,0,4.2,37,0
493,RM,Ads,No,Tecnología,Mobile,25,32,0,,9799,0,,103,0
494,RM,Organic,No,Hogar,Mobile,44,30,1,32361.0,41759,0,4.9,12,1
495,Valparaíso,Organic,No,Tecnología,Mobile,23,14,0,,0,0,4.1,109,0
496,RM,Email,No,Tecnología,Mobile,0,16,1,53617.0,57124,0,3.6,54,0
497,Valparaíso,Organic,No,Tecnología,Mobile,14,33,1,60499.0,60473,0,4.0,48,1
498,RM,Organic,Sí,Hogar,Mobile,19,22,0,,0,0,4.5,217,0
499,Los Lagos,Organic,No,Belleza,Mobile,19,13,1,21561.0,26062,0,4.5,12,0
500,Los Lagos,Email,No,Tecnología,Mobile,11,14,0,,9498,0,4.0,60,0
501,Biobío,Ads,No,Deportes,Mobile,20,14,0,,0,0,4.1,53,0
502,Valparaíso,Email,No,Moda,Mobile,6,17,0,,5109,0,,86,0
503,RM,Organic,No,Tecnología,Desktop,9,12,0,,0,0,3.8,52,0
504,Araucanía,Ads,No,Belleza,Mobile,24,18,0,,7345,0,,133,1
505,Biobío,Ads,No,Moda,Desktop,8,15,2,28289.0,56660,0,4.2,36,0
506,RM,Email,No,Hogar,Mobile,23,20,1,31575.0,31456,1,4.2,15,0
507,Los Lagos,Referral,No,Deportes,Mobile,4,22,0,,3753,0,4.1,133,0
508,Araucanía,Organic,No,Tecnología,Mobile,36,24,2,55005.0,122243,0,3.6,41,0
509,Los Lagos,Ads,No,Moda,Mobile,10,30,0,,4212,0,4.2,141,0
510,Biobío,Organic,No,Tecnología,Mobile,16,29,1,66281.0,57623,0,3.8,1,0
511,Valparaíso,Ads,No,Deportes,Mobile,21,19,0,,0,0,4.7,110,0
512,RM,Organic,Sí,Hogar,Mobile,12,24,2,35378.0,70180,0,4.9,10,0
513,Los Lagos,Organic,Sí,Moda,Mobile,19,18,1,20262.0,24232,0,3.8,12,0
514,Araucanía,Organic,Sí,Tecnología,Mobile,24,33,1,48915.0,39621,0,4.0,21,0
515,RM,Ads,No,Moda,Mobile,28,14,0,,2795,0,,83,0
516,RM,Organic,Sí,Deportes,Mobile,26,11,0,,7113,0,,61,0
517,RM,Ads,Sí,Hogar,Mobile,16,19,0,,0,0,,31,0
518,Araucanía,Organic,Sí,Moda,Mobile,17,33,0,,15768,0,4.3,74,1
519,Los Lagos,Organic,No,Hogar,Desktop,41,24,0,,0,0,,71,0
520,RM,Email,No,Belleza,Mobile,27,19,1,29336.0,30948,0,3.5,40,0
521,Valparaíso,Organic,Sí,Hogar,Mobile,9,57,4,42368.0,152765,0,4.3,104,0
522,RM,Ads,No,Deportes,Mobile,19,22,0,,0,0,4.6,59,0
523,Los Lagos,Ads,No,Deportes,Desktop,15,17,0,,0,0,4.1,55,0
524,Araucanía,Organic,No,Hogar,Mobile,17,9,1,26491.0,23068,0,3.7,5,0
525,Araucanía,Organic,No,Tecnología,Mobile,6,22,2,51144.0,96392,0,4.0,5,0
526,Valparaíso,Organic,No,Hogar,Desktop,14,36,1,35423.0,31284,0,4.3,7,1
527,RM,Referral,No,Deportes,Mobile,36,17,0,,5069,0,4.0,201,0
528,RM,Ads,No,Tecnología,Mobile,24,30,1,53030.0,37684,0,3.7,2,0
529,RM,Ads,No,Moda,Desktop,0,25,1,20229.0,5346,0,4.8,77,0
530,Araucanía,Ads,No,Deportes,Mobile,30,55,0,,0,0,3.6,96,0
531,Araucanía,Organic,No,Hogar,Desktop,29,28,1,26916.0,25940,0,4.9,31,0
532,Los Lagos,Organic,No,Moda,Desktop,14,32,1,23861.0,17600,0,4.1,0,1
533,Los Lagos,Email,Sí,Tecnología,Desktop,25,15,0,,506,0,,283,0
534,Valparaíso,Organic,Sí,Tecnología,Mobile,9,15,1,53015.0,57977,0,4.3,0,0
535,Biobío,Organic,No,Deportes,Mobile,13,11,0,,7830,0,3.8,132,0
536,Los Lagos,Organic,No,Tecnología,Mobile,33,14,1,65882.0,76468,0,4.6,12,0
537,Araucanía,Ads,No,Tecnología,Mobile,15,20,0,,0,0,,43,0
538,RM,Referral,Sí,Deportes,Mobile,0,30,1,38959.0,32788,0,4.2,13,0
539,Valparaíso,Organic,No,Hogar,Mobile,17,16,1,29539.0,22522,0,4.4,4,0
540,RM,Ads,No,Belleza,Mobile,17,11,1,20656.0,28744,0,4.1,2,0
541,Los Lagos,Organic,No,Belleza,Mobile,30,8,2,16390.0,27719,1,3.2,65,0
542,Valparaíso,Referral,No,Tecnología,Mobile,18,21,0,,2456,0,3.5,365,0
543,RM,Organic,Sí,Tecnología,Desktop,14,36,0,,0,0,4.2,288,1
544,Biobío,Organic,Sí,Moda,Desktop,28,19,3,33444.0,95184,1,4.0,17,0
545,Valparaíso,Ads,No,Hogar,Desktop,19,6,0,,0,0,4.1,142,0
546,RM,Ads,No,Tecnología,Mobile,10,32,3,54843.0,169996,0,4.0,26,0
547,RM,Ads,No,Moda,Desktop,30,21,0,,0,0,,102,0
548,Biobío,Organic,No,Tecnología,Desktop,20,7,0,,14277,0,3.6,43,0
549,Valparaíso,Organic,No,Belleza,Mobile,18,16,0,,1724,0,,68,0
550,Biobío,Organic,No,Tecnología,Mobile,20,29,2,56920.0,108013,0,4.4,54,1
551,Valparaíso,Organic,No,Tecnología,Mobile,7,13,1,48279.0,51010,0,3.8,7,0
552,Araucanía,Ads,No,Tecnología,Mobile,13,6,0,,0,0,4.5,37,0
553,Valparaíso,Organic,Sí,Belleza,Mobile,18,21,0,,0,0,,39,0
554,Valparaíso,Organic,No,Moda,Mobile,16,11,0,,5586,0,4.5,105,0
555,Araucanía,Ads,Sí,Deportes,Desktop,31,29,1,31350.0,42301,0,4.1,128,0
556,RM,Referral,Sí,Hogar,Mobile,20,20,1,30084.0,33132,0,4.1,90,0
557,RM,Ads,No,Hogar,Mobile,27,16,1,34888.0,25057,0,4.0,31,0
558,RM,Organic,Sí,Tecnología,Desktop,18,13,0,,0,0,4.5,204,0
559,Biobío,Organic,No,Hogar,Mobile,29,34,1,30306.0,42538,0,4.2,48,0
560,Valparaíso,Referral,No,Moda,Desktop,22,22,0,,6355,0,,131,0
561,Biobío,Organic,No,Moda,Mobile,18,22,1,20772.0,11752,0,4.1,29,0
562,RM,Organic,Sí,Tecnología,Desktop,18,30,1,67354.0,61647,0,4.1,40,1
563,RM,Ads,No,Belleza,Mobile,8,17,1,27155.0,28654,0,4.5,31,0
564,RM,Ads,No,Tecnología,Mobile,23,41,1,53680.0,52528,0,4.1,24,0
565,RM,Ads,Sí,Belleza,Mobile,18,28,1,30237.0,46949,0,4.5,17,0
566,Valparaíso,Organic,No,Tecnología,Mobile,13,18,0,,0,0,,32,0
567,RM,Organic,Sí,Hogar,Desktop,29,27,3,41446.0,129133,0,4.1,64,0
568,RM,Referral,Sí,Hogar,Mobile,5,19,0,,2379,0,5.0,77,0
569,Los Lagos,Organic,Sí,Hogar,Desktop,14,16,0,,0,0,,180,0
570,RM,Ads,Sí,Moda,Mobile,28,43,4,39931.0,140579,0,4.1,3,1
571,Valparaíso,Ads,Sí,Hogar,Mobile,21,13,1,21073.0,17995,0,5.0,0,0
572,Araucanía,Ads,No,Hogar,Desktop,18,11,0,,3347,0,,365,0
573,RM,Organic,Sí,Deportes,Mobile,21,22,0,,12719,0,3.9,80,0
574,Valparaíso,Organic,No,Moda,Mobile,20,10,1,35220.0,28959,0,4.4,14,0
575,Araucanía,Ads,No,Deportes,Desktop,3,8,0,,3797,0,4.2,119,0
576,Los Lagos,Email,No,Tecnología,Desktop,15,8,0,,0,0,,88,0
577,RM,Referral,No,Moda,Desktop,34,10,0,,13819,0,,100,0
578,Los Lagos,Organic,Sí,Moda,Desktop,11,27,0,,0,0,4.4,158,0
579,Valparaíso,Organic,Sí,Hogar,Mobile,15,23,3,38609.0,112308,0,3.5,2,0
580,RM,Referral,No,Hogar,Desktop,13,28,1,33233.0,34597,0,3.6,20,0
581,Valparaíso,Ads,No,Hogar,Mobile,17,10,0,,1543,0,3.8,117,0
582,Los Lagos,Email,No,Tecnología,Desktop,12,9,2,41764.0,94699,0,4.8,90,0
583,Valparaíso,Organic,Sí,Tecnología,Mobile,23,21,0,,41,0,4.5,39,0
584,RM,Ads,Sí,Tecnología,Mobile,20,15,0,,3442,0,,41,0
585,Biobío,Ads,No,Moda,Mobile,26,18,1,27204.0,13972,0,4.1,8,0
586,RM,Ads,No,Moda,Mobile,7,10,0,,0,0,,194,0
587,RM,Organic,No,Belleza,Mobile,15,8,0,,0,0,3.6,112,0
588,RM,Organic,No,Deportes,Desktop,16,10,0,,830,0,4.4,318,0
589,RM,Ads,Sí,Tecnología,Desktop,23,40,1,70572.0,64478,0,4.8,46,0
590,RM,Organic,No,Belleza,Mobile,10,7,0,,2268,0,,132,0
591,RM,Ads,No,Deportes,Desktop,27,31,0,,0,0,3.9,60,0
592,Biobío,Referral,No,Hogar,Mobile,30,27,0,,13586,0,4.0,32,0
593,RM,Organic,No,Moda,Mobile,8,12,0,,0,0,4.3,170,0
594,RM,Email,Sí,Belleza,Mobile,13,24,1,30225.0,33672,0,4.2,34,0
595,Araucanía,Organic,No,Moda,Desktop,13,20,0,,0,0,4.0,49,0
596,Valparaíso,Ads,No,Belleza,Mobile,44,28,3,22315.0,66201,0,3.9,1,0
597,Biobío,Referral,No,Tecnología,Mobile,14,9,1,65951.0,70322,0,3.9,10,0
598,RM,Organic,Sí,Tecnología,Mobile,35,31,1,43075.0,44179,0,4.2,8,0
599,RM,Organic,No,Hogar,Mobile,5,17,2,40683.0,77193,0,3.5,26,1
600,RM,Ads,Sí,Moda,Mobile,8,12,2,25309.0,122423,0,4.5,0,0
601,RM,Organic,No,Deportes,Mobile,11,18,0,,0,0,3.4,39,0
602,RM,Ads,No,Belleza,Mobile,10,12,0,,4661,0,,43,0
603,RM,Referral,No,Hogar,Mobile,15,16,2,46187.0,101555,0,3.9,10,0
604,RM,Ads,No,Tecnología,Desktop,11,13,0,,7936,0,4.1,235,0
605,RM,Organic,No,Deportes,Mobile,10,18,0,,0,0,,305,0
606,Valparaíso,Ads,No,Moda,Mobile,30,23,1,32304.0,8074,0,4.0,10,0
607,RM,Ads,Sí,Tecnología,Mobile,30,43,1,61877.0,79938,0,4.0,31,0
608,RM,Organic,Sí,Hogar,Desktop,27,31,1,29325.0,33522,0,4.4,45,1
609,Valparaíso,Ads,No,Deportes,Desktop,23,21,0,,3019,0,4.9,284,0
610,Biobío,Ads,No,Deportes,Desktop,19,9,0,,0,0,,179,0
611,RM,Ads,No,Hogar,Mobile,13,33,0,,0,0,,80,0
612,Araucanía,Organic,No,Hogar,Desktop,8,13,1,26699.0,10676,0,4.0,116,0
613,Valparaíso,Ads,Sí,Belleza,Mobile,22,20,0,,0,0,4.1,100,0
614,RM,Organic,No,Moda,Mobile,6,47,0,,1224,0,,105,0
615,Araucanía,Organic,No,Hogar,Mobile,8,11,0,,-13482,0,4.3,98,0
616,Los Lagos,Email,Sí,Tecnología,Mobile,30,39,2,65965.0,133876,0,4.1,18,0
617,RM,Ads,Sí,Deportes,Desktop,37,31,4,49995.0,205339,0,4.4,5,0
618,RM,Organic,No,Tecnología,Desktop,22,22,0,,0,0,3.2,37,0
619,Araucanía,Organic,No,Tecnología,Mobile,29,16,0,,0,0,,57,0
620,Biobío,Organic,No,Moda,Mobile,16,9,0,,0,0,3.9,206,0
621,RM,Organic,No,Tecnología,Mobile,5,25,1,50427.0,40601,0,3.7,8,0
622,RM,Organic,Sí,Moda,Mobile,24,23,0,,0,0,3.8,62,0
